Date,Heure,Température cible,Température Andeeraa (°C),Conductivité (mS/cm),Salinité (PSU),Relais
2025-07-01,14:29:09,19.00,22.067,42.604,29.240,0
2025-07-01,14:29:13,19.00,22.066,42.604,29.241,0
2025-07-01,14:29:16,19.00,22.067,42.612,29.247,0
2025-07-01,14:29:20,19.00,22.067,42.610,29.245,0
2025-07-01,14:29:23,19.00,22.066,42.604,29.241,0
2025-07-01,14:29:30,19.00,22.065,42.611,29.247,0
2025-07-01,14:29:33,19.00,22.066,42.612,29.247,0
2025-07-01,14:29:37,19.00,22.069,42.605,29.240,0
2025-07-01,14:29:40,19.00,22.068,42.605,29.241,0
2025-07-01,14:29:44,19.00,22.067,42.613,29.247,0
2025-07-01,14:29:47,19.00,22.067,42.606,29.242,0
2025-07-01,14:29:51,19.00,22.069,42.614,29.246,0
2025-07-01,14:29:54,19.00,22.069,42.607,29.241,0
2025-07-01,14:30:01,19.00,22.068,42.611,29.245,0
2025-07-01,14:30:04,19.00,22.069,42.607,29.241,0
2025-07-01,14:30:08,19.00,22.070,42.604,29.238,0
2025-07-01,14:30:11,19.00,22.070,42.614,29.246,0
2025-07-01,14:30:15,19.00,22.069,42.607,29.242,0
2025-07-01,14:30:18,19.00,22.070,42.604,29.238,0
2025-07-01,14:30:22,19.00,22.070,42.608,29.241,0
2025-07-01,14:30:25,19.00,22.070,42.617,29.248,0
2025-07-01,14:30:32,19.00,22.070,42.615,29.247,0
2025-07-01,14:30:35,19.00,22.069,42.609,29.243,0
2025-07-01,14:30:39,19.00,22.070,42.614,29.246,0
2025-07-01,14:30:42,19.00,22.069,42.607,29.242,0
2025-07-01,14:30:46,19.00,22.071,42.603,29.236,0
2025-07-01,14:30:49,19.00,22.071,42.606,29.239,0
2025-07-01,14:30:53,19.00,22.072,42.605,29.238,0
2025-07-01,14:30:56,19.00,22.070,42.616,29.247,0
2025-07-01,14:31:03,19.00,22.071,42.615,29.246,0
2025-07-01,14:31:06,19.00,22.071,42.604,29.238,0
2025-07-01,14:31:10,19.00,22.072,42.604,29.237,0
2025-07-01,14:31:13,19.00,22.070,42.615,29.247,0
2025-07-01,14:31:17,19.00,22.071,42.614,29.246,0
2025-07-01,14:31:20,19.00,22.071,42.616,29.247,0
2025-07-01,14:31:24,19.00,22.072,42.616,29.246,0
2025-07-01,14:31:27,19.00,22.071,42.616,29.246,0
2025-07-01,14:31:34,19.00,22.073,42.608,29.240,0
2025-07-01,14:31:37,19.00,22.073,42.609,29.240,0
2025-07-01,14:31:41,19.00,22.071,42.609,29.241,0
2025-07-01,14:31:44,19.00,22.071,42.613,29.245,0
2025-07-01,14:31:48,19.00,22.072,42.616,29.246,0
2025-07-01,14:31:51,19.00,22.071,42.607,29.240,0
2025-07-01,14:31:55,19.00,22.072,42.610,29.242,0
2025-07-01,14:31:58,19.00,22.075,42.607,29.238,0
2025-07-01,14:32:05,19.00,22.073,42.610,29.241,0
2025-07-01,14:32:08,19.00,22.074,42.607,29.238,0
2025-07-01,14:32:12,19.00,22.073,42.618,29.247,0
2025-07-01,14:32:15,19.00,22.075,42.611,29.240,0
2025-07-01,14:32:19,19.00,22.076,42.616,29.243,0
2025-07-01,14:32:22,19.00,22.077,42.607,29.236,0
2025-07-01,14:32:26,19.00,22.075,42.607,29.238,0
2025-07-01,14:32:29,19.00,22.074,42.619,29.247,0
2025-07-01,14:32:36,19.00,22.076,42.612,29.240,0
2025-07-01,14:32:39,19.00,22.075,42.610,29.240,0
2025-07-01,14:32:43,19.00,22.075,42.612,29.241,0
2025-07-01,14:32:46,19.00,22.076,42.611,29.240,0
2025-07-01,14:32:50,19.00,22.076,42.611,29.240,0
2025-07-01,14:32:53,19.00,22.075,42.611,29.240,0
2025-07-01,14:32:57,19.00,22.077,42.619,29.245,0
2025-07-01,14:33:00,19.00,22.075,42.621,29.248,0
2025-07-01,14:33:07,19.00,22.077,42.614,29.241,0
2025-07-01,14:33:10,19.00,22.078,42.619,29.245,0
2025-07-01,14:33:14,19.00,22.077,42.610,29.238,0
2025-07-01,14:33:17,19.00,22.077,42.613,29.241,0
2025-07-01,14:33:21,19.00,22.079,42.620,29.245,0
2025-07-01,14:33:24,19.00,22.078,42.611,29.238,0
2025-07-01,14:33:28,19.00,22.079,42.619,29.243,0
2025-07-01,14:33:31,19.00,22.081,42.611,29.236,0
2025-07-01,14:33:38,19.00,22.082,42.622,29.244,0
2025-07-01,14:33:41,19.00,22.081,42.616,29.240,0
2025-07-01,14:33:45,19.00,22.082,42.623,29.245,0
2025-07-01,14:33:48,19.00,22.082,42.623,29.245,0
2025-07-01,14:33:52,19.00,22.083,42.620,29.242,0
2025-07-01,14:33:55,19.00,22.083,42.616,29.239,0
2025-07-01,14:33:59,19.00,22.083,42.614,29.237,0
2025-07-01,14:34:02,19.00,22.082,42.624,29.245,0
2025-07-01,14:34:09,19.00,22.082,42.618,29.241,0
2025-07-01,14:34:12,19.00,22.083,42.622,29.243,0
2025-07-01,14:34:16,19.00,22.083,42.625,29.246,0
2025-07-01,14:34:19,19.00,22.083,42.615,29.238,0
2025-07-01,14:34:23,19.00,22.082,42.617,29.240,0
2025-07-01,14:34:26,19.00,22.082,42.622,29.244,0
2025-07-01,14:34:30,19.00,22.082,42.618,29.241,0
2025-07-01,14:34:33,19.00,22.082,42.624,29.246,0
2025-07-01,14:34:40,19.00,22.080,42.615,29.240,0
2025-07-01,14:34:43,19.00,22.081,42.625,29.247,0
2025-07-01,14:34:47,19.00,22.081,42.616,29.240,0
2025-07-01,14:34:50,19.00,22.080,42.618,29.243,0
2025-07-01,14:34:54,19.00,22.080,42.619,29.243,0
2025-07-01,14:34:57,19.00,22.080,42.616,29.240,0
2025-07-01,14:35:01,19.00,22.080,42.619,29.243,0
2025-07-01,14:35:04,19.00,22.079,42.616,29.242,0
2025-07-01,14:35:11,19.00,22.081,42.626,29.248,0
2025-07-01,14:35:14,19.00,22.082,42.626,29.247,0
2025-07-01,14:35:18,19.00,22.084,42.623,29.244,0
2025-07-01,14:35:21,19.00,22.083,42.626,29.247,0
2025-07-01,14:35:25,19.00,22.084,42.624,29.244,0
2025-07-01,14:35:28,19.00,22.086,42.623,29.242,0
2025-07-01,14:35:32,19.00,22.085,42.620,29.240,0
2025-07-01,14:35:35,19.00,22.086,42.627,29.245,0
2025-07-01,14:35:42,19.00,22.086,42.627,29.245,0
2025-07-01,14:35:45,19.00,22.086,42.624,29.243,0
2025-07-01,14:35:49,19.00,22.087,42.627,29.245,0
2025-07-01,14:35:52,19.00,22.088,42.620,29.239,0
2025-07-01,14:35:56,19.00,22.087,42.618,29.237,0
2025-07-01,14:35:59,19.00,22.087,42.625,29.243,0
2025-07-01,14:36:03,19.00,22.086,42.625,29.244,0
2025-07-01,14:36:06,19.00,22.087,42.628,29.246,0
2025-07-01,14:36:13,19.00,22.086,42.626,29.245,0
2025-07-01,14:36:16,19.00,22.086,42.626,29.245,0
2025-07-01,14:36:20,19.00,22.086,42.620,29.240,0
2025-07-01,14:36:23,19.00,22.085,42.629,29.248,0
2025-07-01,14:36:27,19.00,22.085,42.623,29.243,0
2025-07-01,14:36:30,19.00,22.081,42.628,29.249,0
2025-07-01,14:36:34,19.00,22.083,42.619,29.242,0
2025-07-01,14:36:37,19.00,22.083,42.622,29.244,0
2025-07-01,14:36:44,19.00,22.083,42.629,29.248,0
2025-07-01,14:36:47,19.00,22.086,42.622,29.242,0
2025-07-01,14:36:51,19.00,22.086,42.630,29.247,0
2025-07-01,14:36:54,19.00,22.086,42.622,29.242,0
2025-07-01,14:36:58,19.00,22.086,42.620,29.240,0
2025-07-01,14:37:01,19.00,22.088,42.620,29.239,0
2025-07-01,14:37:05,19.00,22.088,42.623,29.241,0
2025-07-01,14:37:08,19.00,22.087,42.630,29.247,0
2025-07-01,14:37:15,19.00,22.089,42.620,29.238,0
2025-07-01,14:37:18,19.00,22.090,42.631,29.246,0
2025-07-01,14:37:22,19.00,22.089,42.631,29.246,0
2025-07-01,14:37:25,19.00,22.089,42.629,29.244,0
2025-07-01,14:37:29,19.00,22.090,42.628,29.244,0
2025-07-01,14:37:32,19.00,22.090,42.629,29.244,0
2025-07-01,14:37:36,19.00,22.090,42.629,29.244,0
2025-07-01,14:37:39,19.00,22.091,42.629,29.243,0
2025-07-01,14:37:46,19.00,22.092,42.633,29.245,0
2025-07-01,14:37:49,19.00,22.092,42.633,29.246,0
2025-07-01,14:37:53,19.00,22.090,42.633,29.247,0
2025-07-01,14:37:56,19.00,22.090,42.633,29.247,0
2025-07-01,14:38:00,19.00,22.091,42.633,29.247,0
2025-07-01,14:38:03,19.00,22.092,42.633,29.246,0
2025-07-01,14:38:07,19.00,22.091,42.633,29.247,0
2025-07-01,14:38:10,19.00,22.091,42.627,29.241,0
2025-07-01,14:38:17,19.00,22.092,42.624,29.239,0
2025-07-01,14:38:20,19.00,22.091,42.624,29.239,0
2025-07-01,14:38:24,19.00,22.092,42.625,29.240,0
2025-07-01,14:38:27,19.00,22.092,42.635,29.248,0
2025-07-01,14:38:31,19.00,22.093,42.629,29.242,0
2025-07-01,14:38:34,19.00,22.094,42.636,29.246,0
2025-07-01,14:38:38,19.00,22.093,42.633,29.245,0
2025-07-01,14:38:41,19.00,22.096,42.636,29.246,0
2025-07-01,14:38:48,19.00,22.095,42.633,29.244,0
2025-07-01,14:38:51,19.00,22.096,42.630,29.241,0
2025-07-01,14:38:55,19.00,22.095,42.630,29.241,0
2025-07-01,14:38:58,19.00,22.096,42.629,29.240,0
2025-07-01,14:39:02,19.00,22.096,42.633,29.244,0
2025-07-01,14:39:05,19.00,22.096,42.637,29.246,0
2025-07-01,14:39:09,19.00,22.096,42.637,29.246,0
2025-07-01,14:39:12,19.00,22.096,42.635,29.244,0
2025-07-01,14:39:19,19.00,22.096,42.631,29.241,0
2025-07-01,14:39:22,19.00,22.095,42.638,29.247,0
2025-07-01,14:39:26,19.00,22.097,42.636,29.244,0
2025-07-01,14:39:29,19.00,22.097,42.638,29.246,0
2025-07-01,14:39:33,19.00,22.096,42.635,29.245,0
2025-07-01,14:39:36,19.00,22.095,42.638,29.247,0
2025-07-01,14:39:40,19.00,22.096,42.639,29.247,0
2025-07-01,14:39:43,19.00,22.095,42.640,29.248,0
2025-07-01,14:39:50,19.00,22.095,42.630,29.241,0
2025-07-01,14:39:53,19.00,22.096,42.632,29.242,0
2025-07-01,14:39:57,19.00,22.095,42.632,29.243,0
2025-07-01,14:40:00,19.00,22.097,42.640,29.248,0
2025-07-01,14:40:04,19.00,22.097,42.632,29.242,0
2025-07-01,14:40:07,19.00,22.096,42.633,29.243,0
2025-07-01,14:40:11,19.00,22.096,42.641,29.249,0
2025-07-01,14:40:14,19.00,22.096,42.633,29.243,0
2025-07-01,14:40:21,19.00,22.097,42.631,29.241,0
2025-07-01,14:40:24,19.00,22.099,42.633,29.241,0
2025-07-01,14:40:28,19.00,22.097,42.635,29.244,0
2025-07-01,14:40:31,19.00,22.098,42.635,29.243,0
2025-07-01,14:40:35,19.00,22.098,42.638,29.246,0
2025-07-01,14:40:38,19.00,22.098,42.632,29.241,0
2025-07-01,14:40:42,19.00,22.100,42.636,29.242,0
2025-07-01,14:40:45,19.00,22.099,42.636,29.243,0
2025-07-01,14:40:52,19.00,22.101,42.640,29.245,0
2025-07-01,14:40:55,19.00,22.100,42.643,29.248,0
2025-07-01,14:40:59,19.00,22.101,42.644,29.248,0
2025-07-01,14:41:02,19.00,22.102,42.644,29.248,0
2025-07-01,14:41:06,19.00,22.100,42.636,29.243,0
2025-07-01,14:41:09,19.00,22.100,42.637,29.243,0
2025-07-01,14:41:13,19.00,22.100,42.637,29.243,0
2025-07-01,14:41:16,19.00,22.098,42.645,29.250,0
2025-07-01,14:41:23,19.00,22.101,42.645,29.249,0
2025-07-01,14:41:26,19.00,22.101,42.637,29.243,0
2025-07-01,14:41:30,19.00,22.098,42.645,29.251,0
2025-07-01,14:41:33,19.00,22.100,42.637,29.244,0
2025-07-01,14:41:37,19.00,22.100,42.645,29.249,0
2025-07-01,14:41:40,19.00,22.100,42.645,29.249,0
2025-07-01,14:41:44,19.00,22.098,42.642,29.249,0
2025-07-01,14:41:47,19.00,22.101,42.643,29.247,0
2025-07-01,14:41:54,19.00,22.099,42.636,29.244,0
2025-07-01,14:41:57,19.00,22.102,42.639,29.243,0
2025-07-01,14:42:01,19.00,22.102,42.643,29.246,0
2025-07-01,14:42:04,19.00,22.102,42.636,29.241,0
2025-07-01,14:42:08,19.00,22.102,42.643,29.247,0
2025-07-01,14:42:11,19.00,22.104,42.647,29.248,0
2025-07-01,14:42:15,19.00,22.105,42.636,29.239,0
2025-07-01,14:42:18,19.00,22.105,42.644,29.245,0
2025-07-01,14:42:25,19.00,22.106,42.647,29.247,0
2025-07-01,14:42:28,19.00,22.107,42.644,29.244,0
2025-07-01,14:42:32,19.00,22.108,42.641,29.241,0
2025-07-01,14:42:35,19.00,22.109,42.648,29.246,0
2025-07-01,14:42:39,19.00,22.108,42.641,29.241,0
2025-07-01,14:42:42,19.00,22.110,42.645,29.243,0
2025-07-01,14:42:46,19.00,22.110,42.637,29.237,0
2025-07-01,14:42:49,19.00,22.109,42.641,29.241,0
2025-07-01,14:42:56,19.00,22.110,42.648,29.245,0
2025-07-01,14:42:59,19.00,22.112,42.647,29.243,0
2025-07-01,14:43:03,19.00,22.109,42.643,29.242,0
2025-07-01,14:43:06,19.00,22.109,42.640,29.240,0
2025-07-01,14:43:10,19.00,22.110,42.648,29.245,0
2025-07-01,14:43:13,19.00,22.111,42.641,29.239,0
2025-07-01,14:43:17,19.00,22.109,42.651,29.248,0
2025-07-01,14:43:20,19.00,22.112,42.649,29.245,0
2025-07-01,14:43:27,19.00,22.110,42.645,29.242,0
2025-07-01,14:43:30,19.00,22.108,42.652,29.250,0
2025-07-01,14:43:34,19.00,22.109,42.645,29.243,0
2025-07-01,14:43:37,19.00,22.110,42.645,29.243,0
2025-07-01,14:43:41,19.00,22.109,42.652,29.249,0
2025-07-01,14:43:44,19.00,22.110,42.652,29.248,0
2025-07-01,14:43:48,19.00,22.108,42.649,29.247,0
2025-07-01,14:43:51,19.00,22.109,42.650,29.247,0
2025-07-01,14:43:58,19.00,22.109,42.653,29.250,0
2025-07-01,14:44:01,19.00,22.109,42.645,29.244,0
2025-07-01,14:44:05,19.00,22.109,42.643,29.242,0
2025-07-01,14:44:08,19.00,22.110,42.653,29.249,0
2025-07-01,14:44:12,19.00,22.108,42.642,29.242,0
2025-07-01,14:44:15,19.00,22.110,42.645,29.243,0
2025-07-01,14:44:19,19.00,22.109,42.650,29.248,0
2025-07-01,14:44:22,19.00,22.108,42.644,29.243,0
2025-07-01,14:44:29,19.00,22.109,42.643,29.242,0
2025-07-01,14:44:32,19.00,22.108,42.643,29.243,0
2025-07-01,14:44:36,19.00,22.111,42.654,29.249,0
2025-07-01,14:44:39,19.00,22.111,42.651,29.247,0
2025-07-01,14:44:43,19.00,22.110,42.647,29.244,0
2025-07-01,14:44:46,19.00,22.109,42.643,29.242,0
2025-07-01,14:44:50,19.00,22.109,42.647,29.245,0
2025-07-01,14:44:53,19.00,22.110,42.654,29.249,0
2025-07-01,14:45:00,19.00,22.112,42.655,29.249,0
2025-07-01,14:45:03,19.00,22.112,42.652,29.247,0
2025-07-01,14:45:07,19.00,22.111,42.649,29.245,0
2025-07-01,14:45:10,19.00,22.111,42.648,29.244,0
2025-07-01,14:45:14,19.00,22.112,42.648,29.244,0
2025-07-01,14:45:17,19.00,22.112,42.645,29.242,0
2025-07-01,14:45:21,19.00,22.115,42.653,29.246,0
2025-07-01,14:45:24,19.00,22.114,42.656,29.249,0
2025-07-01,14:45:31,19.00,22.114,42.654,29.247,0
2025-07-01,14:45:34,19.00,22.115,42.657,29.248,0
2025-07-01,14:45:38,19.00,22.116,42.654,29.246,0
2025-07-01,14:45:41,19.00,22.118,42.650,29.241,0
2025-07-01,14:45:45,19.00,22.116,42.650,29.243,0
2025-07-01,14:45:48,19.00,22.116,42.655,29.246,0
2025-07-01,14:45:52,19.00,22.116,42.658,29.249,0
2025-07-01,14:45:55,19.00,22.118,42.652,29.243,0
2025-07-01,14:46:02,19.00,22.118,42.652,29.243,0
2025-07-01,14:46:05,19.00,22.118,42.656,29.246,0
2025-07-01,14:46:09,19.00,22.118,42.649,29.241,0
2025-07-01,14:46:12,19.00,22.118,42.652,29.243,0
2025-07-01,14:46:16,19.00,22.116,42.660,29.250,0
2025-07-01,14:46:19,19.00,22.117,42.660,29.249,0
2025-07-01,14:46:23,19.00,22.117,42.660,29.250,0
2025-07-01,14:46:26,19.00,22.116,42.657,29.247,0
2025-07-01,14:46:33,19.00,22.116,42.654,29.245,0
2025-07-01,14:46:36,19.00,22.116,42.660,29.250,0
2025-07-01,14:46:40,19.00,22.115,42.653,29.245,0
2025-07-01,14:46:43,19.00,22.117,42.650,29.242,0
2025-07-01,14:46:47,19.00,22.117,42.661,29.250,0
2025-07-01,14:46:50,19.00,22.116,42.651,29.243,0
2025-07-01,14:46:54,19.00,22.117,42.654,29.245,0
2025-07-01,14:46:57,19.00,22.117,42.658,29.247,0
2025-07-01,14:47:04,19.00,22.119,42.654,29.244,0
2025-07-01,14:47:07,19.00,22.119,42.654,29.244,0
2025-07-01,14:47:11,19.00,22.121,42.662,29.249,0
2025-07-01,14:47:14,19.00,22.121,42.654,29.242,0
2025-07-01,14:47:18,19.00,22.121,42.656,29.244,0
2025-07-01,14:47:21,19.00,22.120,42.655,29.244,0
2025-07-01,14:47:25,19.00,22.120,42.663,29.250,0
2025-07-01,14:47:28,19.00,22.121,42.660,29.247,0
2025-07-01,14:47:35,19.00,22.122,42.653,29.241,0
2025-07-01,14:47:38,19.00,22.124,42.661,29.246,0
2025-07-01,14:47:42,19.00,22.123,42.661,29.246,0
2025-07-01,14:47:45,19.00,22.123,42.657,29.243,0
2025-07-01,14:47:49,19.00,22.122,42.664,29.249,0
2025-07-01,14:47:52,19.00,22.126,42.654,29.239,0
2025-07-01,14:47:56,19.00,22.123,42.657,29.243,0
2025-07-01,14:47:59,19.00,22.124,42.665,29.249,0
2025-07-01,14:48:06,19.00,22.124,42.657,29.243,0
2025-07-01,14:48:09,19.00,22.124,42.665,29.249,0
2025-07-01,14:48:13,19.00,22.124,42.658,29.243,0
2025-07-01,14:48:16,19.00,22.126,42.656,29.240,0
2025-07-01,14:48:20,19.00,22.125,42.655,29.241,0
2025-07-01,14:48:23,19.00,22.124,42.667,29.250,0
2025-07-01,14:48:27,19.00,22.125,42.668,29.250,0
2025-07-01,14:48:30,19.00,22.125,42.667,29.249,0
2025-07-01,14:48:37,19.00,22.126,42.657,29.242,0
2025-07-01,14:48:40,19.00,22.128,42.660,29.242,0
2025-07-01,14:48:44,19.00,22.126,42.658,29.242,0
2025-07-01,14:48:47,19.00,22.126,42.668,29.249,0
2025-07-01,14:48:51,19.00,22.126,42.668,29.250,0
2025-07-01,14:48:54,19.00,22.126,42.668,29.249,0
2025-07-01,14:48:58,19.00,22.126,42.661,29.244,0
2025-07-01,14:49:01,19.00,22.126,42.659,29.242,0
2025-07-01,14:49:08,19.00,22.127,42.662,29.244,0
2025-07-01,14:49:11,19.00,22.126,42.662,29.245,0
2025-07-01,14:49:15,19.00,22.128,42.669,29.249,0
2025-07-01,14:49:18,19.00,22.127,42.669,29.249,0
2025-07-01,14:49:22,19.00,22.126,42.669,29.251,0
2025-07-01,14:49:25,19.00,22.128,42.659,29.242,0
2025-07-01,14:49:29,19.00,22.125,42.669,29.251,0
2025-07-01,14:49:32,19.00,22.127,42.668,29.249,0
2025-07-01,14:49:39,19.00,22.127,42.669,29.250,0
2025-07-01,14:49:42,19.00,22.126,42.663,29.246,0
2025-07-01,14:49:46,19.00,22.125,42.670,29.252,0
2025-07-01,14:49:49,19.00,22.125,42.663,29.247,0
2025-07-01,14:49:53,19.00,22.127,42.660,29.243,0
2025-07-01,14:49:56,19.00,22.128,42.670,29.249,0
2025-07-01,14:50:00,19.00,22.127,42.664,29.245,0
2025-07-01,14:50:03,19.00,22.127,42.661,29.244,0
2025-07-01,14:50:10,19.00,22.128,42.664,29.245,0
2025-07-01,14:50:13,19.00,22.129,42.664,29.245,0
2025-07-01,14:50:17,19.00,22.129,42.666,29.246,0
2025-07-01,14:50:20,19.00,22.129,42.671,29.250,0
2025-07-01,14:50:24,19.00,22.129,42.662,29.243,0
2025-07-01,14:50:27,19.00,22.130,42.665,29.245,0
2025-07-01,14:50:31,19.00,22.132,42.672,29.249,0
2025-07-01,14:50:34,19.00,22.132,42.669,29.246,0
2025-07-01,14:50:41,19.00,22.132,42.674,29.250,0
2025-07-01,14:50:44,19.00,22.132,42.666,29.243,0
2025-07-01,14:50:48,19.00,22.131,42.673,29.250,0
2025-07-01,14:50:51,19.00,22.133,42.673,29.249,0
2025-07-01,14:50:55,19.00,22.130,42.666,29.245,0
2025-07-01,14:50:58,19.00,22.132,42.673,29.250,0
2025-07-01,14:51:02,19.00,22.132,42.674,29.250,0
2025-07-01,14:51:05,19.00,22.132,42.667,29.245,0
2025-07-01,14:51:12,19.00,22.133,42.674,29.249,0
2025-07-01,14:51:15,19.00,22.132,42.667,29.245,0
2025-07-01,14:51:19,19.00,22.133,42.674,29.249,0
2025-07-01,14:51:22,19.00,22.131,42.675,29.251,0
2025-07-01,14:51:26,19.00,22.133,42.668,29.245,0
2025-07-01,14:51:29,19.00,22.133,42.675,29.251,0
2025-07-01,14:51:33,19.00,22.133,42.668,29.245,0
2025-07-01,14:51:36,19.00,22.133,42.674,29.249,0
2025-07-01,14:51:43,19.00,22.134,42.668,29.244,0
2025-07-01,14:51:46,19.00,22.133,42.676,29.251,0
2025-07-01,14:51:50,19.00,22.134,42.675,29.250,0
2025-07-01,14:51:53,19.00,22.133,42.669,29.246,0
2025-07-01,14:51:57,19.00,22.132,42.675,29.251,0
2025-07-01,14:52:00,19.00,22.134,42.668,29.244,0
2025-07-01,14:52:04,19.00,22.134,42.669,29.245,0
2025-07-01,14:52:07,19.00,22.134,42.668,29.244,0
2025-07-01,14:52:14,19.00,22.135,42.676,29.250,0
2025-07-01,14:52:17,19.00,22.134,42.676,29.250,0
2025-07-01,14:52:21,19.00,22.135,42.677,29.250,0
2025-07-01,14:52:24,19.00,22.135,42.668,29.243,0
2025-07-01,14:52:28,19.00,22.137,42.674,29.247,0
2025-07-01,14:52:31,19.00,22.135,42.677,29.251,0
2025-07-01,14:52:35,19.00,22.135,42.674,29.248,0
2025-07-01,14:52:38,19.00,22.136,42.674,29.247,0
2025-07-01,14:52:45,19.00,22.137,42.674,29.247,0
2025-07-01,14:52:48,19.00,22.136,42.668,29.243,0
2025-07-01,14:52:52,19.00,22.137,42.671,29.244,0
2025-07-01,14:52:55,19.00,22.137,42.674,29.247,0
2025-07-01,14:52:59,19.00,22.139,42.668,29.240,0
2025-07-01,14:53:02,19.00,22.140,42.678,29.247,0
2025-07-01,14:53:06,19.00,22.138,42.675,29.247,0
2025-07-01,14:53:09,19.00,22.139,42.675,29.246,0
2025-07-01,14:53:16,19.00,22.140,42.671,29.243,0
2025-07-01,14:53:19,19.00,22.141,42.671,29.242,0
2025-07-01,14:53:23,19.00,22.141,42.679,29.248,0
2025-07-01,14:53:26,19.00,22.140,42.672,29.243,0
2025-07-01,14:53:30,19.00,22.140,42.669,29.240,0
2025-07-01,14:53:33,19.00,22.139,42.679,29.249,0
2025-07-01,14:53:37,19.00,22.141,42.679,29.248,0
2025-07-01,14:53:40,19.00,22.140,42.680,29.249,0
2025-07-01,14:53:47,19.00,22.141,42.673,29.243,0
2025-07-01,14:53:50,19.00,22.141,42.677,29.247,0
2025-07-01,14:53:54,19.00,22.141,42.673,29.243,0
2025-07-01,14:53:57,19.00,22.141,42.678,29.248,0
2025-07-01,14:54:01,19.00,22.141,42.678,29.248,0
2025-07-01,14:54:04,19.00,22.140,42.678,29.248,0
2025-07-01,14:54:08,19.00,22.141,42.681,29.250,0
2025-07-01,14:54:11,19.00,22.140,42.675,29.246,0
2025-07-01,14:54:18,19.00,22.141,42.683,29.251,0
2025-07-01,14:54:21,19.00,22.143,42.683,29.250,0
2025-07-01,14:54:25,19.00,22.142,42.676,29.245,0
2025-07-01,14:54:28,19.00,22.142,42.683,29.250,0
2025-07-01,14:54:32,19.00,22.143,42.680,29.248,0
2025-07-01,14:54:35,19.00,22.142,42.682,29.250,0
2025-07-01,14:54:39,19.00,22.145,42.684,29.249,0
2025-07-01,14:54:42,19.00,22.143,42.684,29.250,0
2025-07-01,14:54:49,19.00,22.144,42.678,29.245,0
2025-07-01,14:54:52,19.00,22.146,42.686,29.250,0
2025-07-01,14:54:56,19.00,22.145,42.678,29.244,0
2025-07-01,14:54:59,19.00,22.145,42.686,29.250,0
2025-07-01,14:55:03,19.00,22.147,42.675,29.241,0
2025-07-01,14:55:06,19.00,22.145,42.680,29.245,0
2025-07-01,14:55:10,19.00,22.145,42.687,29.251,0
2025-07-01,14:55:13,19.00,22.146,42.679,29.245,0
2025-07-01,14:55:20,19.00,22.145,42.688,29.253,0
2025-07-01,14:55:23,19.00,22.146,42.687,29.251,0
2025-07-01,14:55:27,19.00,22.145,42.679,29.245,0
2025-07-01,14:55:30,19.00,22.146,42.681,29.246,0
2025-07-01,14:55:34,19.00,22.146,42.688,29.251,0
2025-07-01,14:55:37,19.00,22.146,42.687,29.251,0
2025-07-01,14:55:41,19.00,22.146,42.689,29.252,0
2025-07-01,14:55:44,19.00,22.149,42.688,29.250,0
2025-07-01,14:55:51,19.00,22.147,42.678,29.243,0
2025-07-01,14:55:54,19.00,22.148,42.688,29.251,0
2025-07-01,14:55:58,19.00,22.144,42.682,29.248,0
2025-07-01,14:56:01,19.00,22.148,42.681,29.245,0
2025-07-01,14:56:05,19.00,22.149,42.681,29.244,0
2025-07-01,14:56:08,19.00,22.147,42.690,29.252,0
2025-07-01,14:56:12,19.00,22.149,42.681,29.245,0
2025-07-01,14:56:15,19.00,22.150,42.690,29.251,0
2025-07-01,14:56:22,19.00,22.149,42.691,29.252,0
2025-07-01,14:56:25,19.00,22.149,42.682,29.245,0
2025-07-01,14:56:29,19.00,22.148,42.682,29.246,0
2025-07-01,14:56:32,19.00,22.148,42.690,29.252,0
2025-07-01,14:56:36,19.00,22.148,42.690,29.251,0
2025-07-01,14:56:39,19.00,22.150,42.681,29.243,0
2025-07-01,14:56:43,19.00,22.148,42.684,29.247,0
2025-07-01,14:56:46,19.00,22.149,42.692,29.252,0
2025-07-01,14:56:53,19.00,22.151,42.691,29.251,0
2025-07-01,14:56:56,19.00,22.152,42.691,29.249,0
2025-07-01,14:57:00,19.00,22.150,42.689,29.249,0
2025-07-01,14:57:03,19.00,22.150,42.681,29.243,0
2025-07-01,14:57:07,19.00,22.151,42.682,29.244,0
2025-07-01,14:57:10,19.00,22.150,42.682,29.244,0
2025-07-01,14:57:14,19.00,22.151,42.689,29.249,0
2025-07-01,14:57:17,19.00,22.152,42.691,29.250,0
2025-07-01,14:57:24,19.00,22.150,42.683,29.245,0
2025-07-01,14:57:27,19.00,22.153,42.683,29.243,0
2025-07-01,14:57:31,19.00,22.151,42.691,29.250,0
2025-07-01,14:57:34,19.00,22.152,42.682,29.243,0
2025-07-01,14:57:38,19.00,22.152,42.691,29.249,0
2025-07-01,14:57:41,19.00,22.152,42.691,29.250,0
2025-07-01,14:57:45,19.00,22.151,42.681,29.242,0
2025-07-01,14:57:48,19.00,22.155,42.691,29.248,0
2025-07-01,14:57:55,19.00,22.155,42.681,29.240,0
2025-07-01,14:57:58,19.00,22.154,42.681,29.241,0
2025-07-01,14:58:02,19.00,22.154,42.692,29.249,0
2025-07-01,14:58:05,19.00,22.156,42.685,29.243,0
2025-07-01,14:58:09,19.00,22.154,42.685,29.243,0
